soz_id,sozum,atara,anlami,anahtar,turu2,gosterim_tarihi
2883,(birinin) kafasını vurmak, birinin kafasını vurmak kafa,<i> esk.</i> bir kimsenin kafasını kesmek.,kafa,Deyim,
2884,(birinin) kalbini doldurmak, birinin kalbini doldurmak kalpI,yüreğini sevgiyle ısıtmak.,kalp(I),Deyim,
2885,(birinin) kanı kaynamak, birinin kanı kaynamak kan,coşkun ve kıpırdak olmak:<i> Çocuğun kanı kaynıyor.</i>,kan,Deyim,
2886,(birinin) kanına ekmek doğramak, birinin kanına ekmek doğramak kan,"1) birinin ölümüne yol açarak sevinmek; 2) birini küçük düşürmek, birine zarar vermek.",kan,Deyim,
2887,(birinin) kanına susamak, birinin kanına susamak kan,"belasını aramak:<i> 'Ben onun kanına susadım diyor, başka bir şey demiyor.' -</i>Y. Kemal.",kan,Deyim,
2888,(birinin) kanını kurutmak, birinin kanını kurutmak kan,canından bezdirmek.,kan,Deyim,
2889,(birinin) kanını yerde koymak, birinin kanını yerde koymak kan,birini öldüreni ölümle cezalandırmamak:<i> 'Oğlum Halil'in kanını yerde koyarsanız bu dünyada da öteki dünyada da ak sütüm size haram olsun.' -</i>Y. Kemal.,kan,Deyim,
2890,(birinin) kanlısı olmak, birinin kanlısı olmak kanlı,"birinin katili olmak:<i> 'Ananın kanlısı olmak, ölünceye kadar ateşten gömlek giymektir.' -</i>Y. Kemal.",kanlı,Deyim,
2891,(birinin) kapısını aşındırmak, birinin kapısını aşındırmak kapı,yanına çok sık gitmek:<i> 'Sabahtan akşama kadar belki kapısını aşındıranlar elli altmışı bulur.' -</i>E. İ. Benice.,kapı,Deyim,
2892,(birinin) kapısını çalmak, birinin kapısını çalmak kapı,birine başvurmak:<i> 'İskele memurluğu isteyen işçiler hep benim kapımı çalıyorlar.' -</i>M. Ş. Esendal.,kapı,Deyim,
2893,(birinin) kârı olmamak, birinin kârı olmamak kâr,yapabileceği iş olmamak:<i> 'Yaralı yaban domuzu gibi kaçan canavara yetişmek lalanın kârı değildi.' -</i>R. N. Güntekin.,kâr,Deyim,
2894,(birinin) karışanı görüşeni olmamak, birinin karışanı görüşeni olmamak karışmak,"işine kimse karışmamak, özgür olmak.",karışmak,Deyim,
2895,(birinin) karşısına geçmek, birinin karşısına geçmek karşı,"1) karşı düşünceye katılmak; 2) karşı partiye, gruba gitmek.",karşı,Deyim,
2896,(birinin) kaydını silmek, birinin kaydını silmek kayıtI,kayıttan düşmek.,kayıt(I),Deyim,
2897,(birinin) kazanı kapalı kaynamak, birinin kazanı kapalı kaynamak kazan,içyüzü bilinmemek.,kazan,Deyim,
2898,(birinin) keli görünmek, birinin keli görünmek kel,<i> tkz.</i> kusuru ortaya çıkmak.,kel,Deyim,
2899,(birinin) keli kızmak, birinin keli kızmak kel,öfkelenmek.,kel,Deyim,
2900,(birinin) kellesini uçurmak, birinin kellesini uçurmak kelle,kafasını keserek koparmak.,kelle,Deyim,
2901,(birinin) kellesini vurdurmak, birinin kellesini vurdurmak kelle,"öldürtmek:<i> 'Atı kimin evinde, kimin elinde bulursa onun kellesini vurduracakmış.' -</i>Y. Kemal.",kelle,Deyim,
2902,(birinin) kemikleri sayılmak, birinin kemikleri sayılmak kemik,çok zayıflamak.,kemik,Deyim,
2903,(birinin) kemiklerini kırmak, birinin kemiklerini kırmak kemik,"birini çok dövmek, aşırı dayak atmak:<i> 'Kim ona yan bakarsa kemiklerini kırar, anasını ağlatırım.' -</i>H. E. Adıvar.",kemik,Deyim,
2904,(birinin) kestiği tırnak olamamak, birinin kestiği tırnak olamamak kesmek,"bir kimse, söz konusu olan kimseden değerce çok aşağı olmak.",kesmek,Deyim,
2905,(birinin) keyfini kaçırmak (bozmak), birinin keyfini kaçırmak bozmak keyif,"üzmek:<i> 'Ne istedin adamdan, dedi. Keyfini kaçırdın oruçlu oruçlu.' -</i>H. Taner.",keyif,Deyim,
2906,(birinin) keyfini yapmak, birinin keyfini yapmak keyif,"her türlü istek ve dileği yerine getirmek:<i> 'Ben dünyaya sanki herkesin keyfini yapmak, herkesin menfaatine hizmet etmek için gelmiştim.' -</i>H. C. Yalçın.",keyif,Deyim,
2907,(birinin) keyfinin kâhyası olmamak, birinin keyfinin kâhyası olmamak keyif,"birine alışkanlıklarına, davranışlarına, düzenine karışmaya hakkı olmamak:<i> 'Eloğlunun keyfinin kâhyası değiliz.' -</i>N. Hikmet.",keyif,Deyim,
2908,(birinin) kılığına girmek, birinin kılığına girmek kılık,onun gibi giyinmek.,kılık,Deyim,
2909,(birinin) kılına dokunmamak, birinin kılına dokunmamak kıl,"bir kimseye dokunacak, zarar verecek en ufak bir davranışta bile bulunmamak.",kıl,Deyim,
2910,(birinin) kızı kısrağı, birinin kızı kısrağı kız,birinin ailesindeki kızlar ve kadınlar.,kız,Deyim,
2911,(birinin) kirli çamaşırlarını ortaya dökmek, birinin kirli çamaşırlarını ortaya dökmek kirli çamaşır,"birinin ayıp, kusur veya suçlarını açıklamak, söylemek.",kirli çamaşır,Deyim,
2912,(birinin) koluna girmek, birinin koluna girmek kol,kolunu birinin koltuğu altından geçirmek:<i> 'Koluna iki polis girmişti.' -</i>R. N. Güntekin.,kol,Deyim,
2913,(birinin) kolunda altın bileziği olmak, birinin kolunda altın bileziği olmak kol,"kazanç sağlayan bir mesleği, zanaatı olmak.",kol,Deyim,
2914,(birinin) konuğu olmak, birinin konuğu olmak konuk,"birine konuk olarak gidip kalmak:<i> 'Onun köyüne gittim, onun konuğu oldum orada on beş gün.' -</i>Y. Kemal.",konuk,Deyim,
2915,(birinin) koynuna girmek, birinin koynuna girmek koyunII,biriyle yatıp sevişmek.,koyun(II),Deyim,
2916,(birinin) kucağına oturmak, birinin kucağına oturmak kucak,1) dizlerinin üstüne oturmak; 2)<i> argo</i> yaltaklanmak; 3)<i> argo</i> birinin amaçlarına alet olmak.,kucak,Deyim,
2917,(birinin) kulağını bükmek, birinin kulağını bükmek kulakI,bir sorun karşısında dikkatli davranması için uyarıda bulunmak.,kulak(I),Deyim,
2918,(birinin) kulağını çekmek, birinin kulağını çekmek kulakI,1) ceza olarak kulağını tutup bükerek çekmek; 2) uyarmak için hafif bir ceza vermek.,kulak(I),Deyim,
2919,(birinin) kulağını çınlatmak, birinin kulağını çınlatmak kulakI,birini anmak.,kulak(I),Deyim,
2920,(birinin) kulağını doldurmak, birinin kulağını doldurmak kulakI,bir kimseye başkasından bilgi almadan önce konu üzerinde bilgi verirken kendi düşüncesini aşılamak.,kulak(I),Deyim,
2921,(birinin) kulağının zarı patlamak, birinin kulağının zarı patlamak kulakI,gürültü yüzünden rahatsız olmak.,kulak(I),Deyim,
2922,(birinin) kuyruğuna basmak, birinin kuyruğuna basmak kuyruk,"birini incitip saldırıda bulunmasına yol açmak, tahrik etmek.",kuyruk,Deyim,
2923,(birinin) kuyruğuna teneke bağlamak, birinin kuyruğuna teneke bağlamak kuyruk,"1) biriyle aşırı derecede alay etmek; 2) birini, herkesin alay edeceği biçimde kovmak.",kuyruk,Deyim,
2924,(birinin) kuyruğunu kıstırmak, birinin kuyruğunu kıstırmak kuyruk,birini güç bir duruma düşürmek.,kuyruk,Deyim,
2925,(birinin) kuyusunu kazmak, birinin kuyusunu kazmak kuyu,"birinin yıkımına çalışmak, kötü duruma düşmesini istemek:<i> 'Yüzden ağır durup arkadan kabinenin kuyusunu kazacaksın!' -</i>M. Ş. Esendal.",kuyu,Deyim,
2926,(birinin) künyesini okumak, birinin künyesini okumak künye,ayıplarını yüzüne vurarak bir kimseye sövmek.,künye,Deyim,
2927,(birinin) leşini çıkarmak, birinin leşini çıkarmak leş,"çok dövmek, adamakıllı dövmek.",leş,Deyim,
2928,(birinin) leşini sermek, birinin leşini sermek leş,öldürmek:<i> 'Evin içini allak bullak edip leşini gözünün önüne sereyim mi?' -</i>S. M. Alus.,leş,Deyim,
2929,(birinin) lokmasını dökmek, birinin lokmasını dökmek lokma,bir ölünün anısına lokma tatlısı yapıp dağıtmak.,lokma,Deyim,
2930,(birinin) lokmasını saymak, birinin lokmasını saymak lokma,sofrada yemek yiyen kimsenin ne kadar yediğine dikkat etmek.,lokma,Deyim,
2931,(birinin) mahkemede dayısı olmak, birinin mahkemede dayısı olmak mahkeme,"yüksek bir makamda koruyucusu, kayırıcısı bulunmak.",mahkeme,Deyim,
2932,(birinin) mahremiyetine girmek, birinin mahremiyetine girmek mahremiyet,bir kimsenin özel hayatını öğrenecek kadar ona yakın olmak:<i> 'Türkünün bir tarafında kapılar açılıyor ve siz durup dururken hiç tanımadığınız bir insanın mahremiyetine girmiş oluyorsunuz.' -</i>B. R. Eyuboğlu.,mahremiyet,Deyim,
2933,(birinin) maskarası olmak, birinin maskarası olmak maskara,"birinin eğlencesi olmak:<i> 'Süslü kafeslere, hazır yemeğe tamah edip insanların maskarası olmanın âlemi var mı?' -</i>H. Taner.",maskara,Deyim,
2934,(birinin) maskarasını çıkarmak, birinin maskarasını çıkarmak maskara,"birini rezil etmek, küçük düşürerek gülünç duruma sokmak.",maskara,Deyim,
2935,(birinin) maşası olmak, birinin maşası olmak maşa,sakıncalı bir işte biri tarafından araç olarak kullanılmak.,maşa,Deyim,
2936,(birinin) muzipliğine uğramak, birinin muzipliğine uğramak muziplik,"aldatılmak, şakaya hedef olmak:<i> 'Gülmüşler ve kendisine, arkadaşının bir muzipliğine uğradığını söylemişler.' -</i>F. R. Atay.",muziplik,Deyim,
2937,(birinin) nabzına girmek, birinin nabzına girmek nabız,"elindeki imkânları kullanarak birinin hoşnutluğunu kazanmak, birini yola getirmek ve düşüncelerini benimsetmek.",nabız,Deyim,
2938,(birinin) nabzına göre şerbet vermek, birinin nabzına göre şerbet vermek nabız,"birinin hoşuna gidecek, gururunu okşayacak yolda davranmak:<i> 'Başına gelmeyen bela kalmadı. Azıcık nabza göre şerbet versen başına bu dertler gelmezdi.' -</i>A. Boysan.",nabız,Deyim,
2939,(birinin) nazını çekmek, birinin nazını çekmek naz,her istediğini yerine getirmek:<i> 'Ben karım için çalışıyorum. Epeyce kazanıyorum. Onun nazını çekerek bütün çocuklarına katlanıyorum.' -</i>M. Ş. Esendal.,naz,Deyim,
2940,(birinin) notunu vermek, birinin notunu vermek not,bir kimse için kötü bir kanıya varmak.,not,Deyim,
2941,(birinin) ocağına düşmek, birinin ocağına düşmek ocak,"birine koruması için sığınmak veya yardım etmesi için yalvarmak:<i> 'Hanımefendi, gençliğin kadrini biliniz... Ocağınıza düştük.' -</i>P. Safa.",ocak,Deyim,
2942,(birinin) ocağına incir (darı) dikmek (ekmek), birinin ocağına incir darı dikmek ekmek ocak,birinin evini barkını dağıtmak:<i> 'İhmal bütün ocaklara incir diker.' -</i>Ö. Seyfettin.,ocak,Deyim,
2943,(birinin) omzuna binmek, birinin omzuna binmek omuz,"yük olmak, ağırlık vermek.",omuz,Deyim,
2944,(birinin) onuruna ... vermek, birinin onuruna ... vermek onur,"birine saygı göstermek için yemek, toplantı vb. ağırlamada bulunmak.",onur,Deyim,
2945,(birinin) ödünü koparmak (patlatmak), birinin ödünü koparmak patlatmak ödI,çok korkutmak.,öd(I),Deyim,
2946,(birinin) öfke topuklarına çıkmak, birinin öfke topuklarına çıkmak öfke,çok öfkelenmek.,öfke,Deyim,
2947,"(birinin) öl dediği yerde ölmek, kal dediği yerde kalmak", birinin öl dediği yerde ölmek kal dediği yerde kalmak ölmek,onun sözünden çıkmamak.,ölmek,Deyim,
2948,"(birinin önünde, yanında) perende atamamak (atılmamak)", birinin önünde yanında perende atamamak atılmamak perende,"1) herhangi bir konuda birinden aşağı, beceriksiz olmak; 2) oyun çevirememek, aldatamamak.",perende,Deyim,
2949,(birinin) pabuçlarını çevirmek, birinin pabuçlarını çevirmek pabuç,dolaylı olarak kovmak.,pabuç,Deyim,
2950,(birinin) parasını çekmek, birinin parasını çekmek para,"para sızdırmak, birinden birtakım gerekçelerle para almak:<i> 'Şunu yaparız, bunu yaparız diye Paşa'yı aldatmaktan ve parasını çekmekten başka bir şey yaptıkları yok.' -</i>Y. K. Karaosmanoğlu.",para,Deyim,
2951,(birinin) parasını yemek, birinin parasını yemek para,"çalışmadan bedavadan geçinmek, birinin sırtından geçinmek.",para,Deyim,
2952,(birinin) parmağı ağzında kalmak, birinin parmağı ağzında kalmak parmak,"şaşakalmak, şaşmak, hayret etmek:<i> 'Haftasına kalmadı, o sert şiş kayboldu, semirmeye başladım. Doktorların parmağı ağzında kaldı.' -</i>P. Safa.",parmak,Deyim,
2953,(birinin) parmağını aramak, birinin parmağını aramak parmak,"ilgisini, bağlantısını aramak, kurulan düzeni araştırmak:<i> 'Bu polemik kampanyasında bazı gizli teşekküllerin parmağını aramak gerektiği fikrinde idi.' -</i>Y. K. Karaosmanoğlu.",parmak,Deyim,
2954,(birinin) pasaportunu eline vermek, birinin pasaportunu eline vermek pasaport,"kovmak, işten atmak.",pasaport,Deyim,
2955,(birinin) pastırmasını çıkarmak, birinin pastırmasını çıkarmak pastırma,"<i> tkz.</i> bir kimseyi iyice dövmek, hırpalamak.",pastırma,Deyim,
2956,(birinin) pestilini çıkarmak, birinin pestilini çıkarmak pestil,1) çok yormak; 2) çok dövmek:<i> 'Bu karıncaya dokunmayan çocuk o kocaman adamın oracıkta pestilini çıkaracaktı.' -</i>S. F. Abasıyanık.,pestil,Deyim,
2957,(birinin) peşinde dolaşmak (gezmek), birinin peşinde dolaşmak gezmek peşI,bir amaçla birisini izlemek:<i> Tarlayı satın almak için peşinde dolaşıyor.</i>,peş(I),Deyim,
2958,(birinin) peşinde gitmek, birinin peşinde gitmek peşI,1) bir kimseyi izlemek; 2) düşünce ve görüşlerini benimsemek.,peş(I),Deyim,
2959,(birinin) pirinci (çok) su kaldırmamak (götürmemek), birinin pirinci çok su kaldırmamak götürmemek pirinçI,"alıngan, çabuk darılır olmak, şakadan anlamamak.",pirinç(I),Deyim,
2960,(birinin) postuna oturmak, birinin postuna oturmak post,bir başkasının makamına geçmek.,post,Deyim,
2961,(birinin) pöstekisini sermek, birinin pöstekisini sermek pösteki,"döverek kımıldamayacak duruma getirmek, pestilini çıkarmak.",pösteki,Deyim,
2962,(birinin) sakalına gülmek, birinin sakalına gülmek sakal,ciddi gibi görünen sözlerle alay etmek.,sakal,Deyim,
2963,(birinin) sakalının altına girmek, birinin sakalının altına girmek sakal,yakınlık kurarak ona düşüncesini aşılamak.,sakal,Deyim,
2964,(birinin) sesi çıkmamak (kesilmek), birinin sesi çıkmamak kesilmek ses,bir şey söylemeyerek susmak.,ses,Deyim,
2965,(birinin) sesi soluğu çıkmamak (kesilmek), birinin sesi soluğu çıkmamak kesilmek ses soluk,"sesi çıkmamak:<i> 'Koskoca adam eriyiverdi sanki, sesi soluğu çıkmazdı.' -</i>Y. Atılgan.",ses soluk,Deyim,
2966,(birinin) sırtından çıkarmak, birinin sırtından çıkarmak sırt,o kimseye ödetmek.,sırt,Deyim,
2967,(birinin) sırtından geçinmek, birinin sırtından geçinmek sırt,"geçimini o kimseden sağlamak:<i> 'Öteki karınca türlerinin yuvalarını yağma edip kendi boyunduruklarına alıyor, onların sırtından geçiniyorlarmış.' -</i>T. Halman.",sırt,Deyim,
2968,(birinin) sırtından (para) kazanmak, birinin sırtından para kazanmak sırt,para kazanmak için birini kullanmak:<i> 'Benim bu marifetimi bilmeyenlerle bahse girip sırtımdan para kazanan açıkgözler bile oldu.' -</i>H. Taner.,sırt,Deyim,
2969,(birinin) sırtını sıvazlamak, birinin sırtını sıvazlamak sırt,birini desteklediğini göstermek.,sırt,Deyim,
2970,(birinin) sırtını yere getirmek, birinin sırtını yere getirmek sırt,1) güreşte hasmı sırtüstü yere yatırarak yenmek; 2) üstün gelmek.,sırt,Deyim,
2971,(birinin) sinirleri altüst olmak, birinin sinirleri altüst olmak sinir,"sinirleri bozulmak, sinirlenip ne yapacağını şaşırmak.",sinir,Deyim,
2972,(birinin) sinirleri gerilmek, birinin sinirleri gerilmek sinir,sinirlenmeye hazır bir durumda bulunmak.,sinir,Deyim,
2973,(birinin) sinirlerini bozmak, birinin sinirlerini bozmak sinir,"kızdırmak, sinirlendirmek.",sinir,Deyim,
2974,(birinin) sinirlerini germek, birinin sinirlerini germek sinir,"birini sinirlenmeye hazır bir duruma getirmek:<i> 'Bu olay, on beş gündür sıcak yemek yemeyen askerlerin morallerini bozup sinirlerini iyice gerdi.' -</i>İ. O. Anar.",sinir,Deyim,
2975,(birinin) sözüne gelmek, birinin sözüne gelmek söz,sonunda birinin söylediğini kabul etmek.,söz,Deyim,
2976,(birinin) sözünü tutmak, birinin sözünü tutmak söz,öğüdüne uymak.,söz,Deyim,
2977,(birinin) suçundan geçmek, birinin suçundan geçmek suç,suçunu bağışlamak.,suç,Deyim,
2978,(birinin) sulbünden gelmek, birinin sulbünden gelmek sulp,bir kimsenin öz evladı olmak:<i> 'Yarım asır evvel göç etmiş Çekoslovak Yahudisi bir babanın sulbünden geliyordu.' -</i>H. Taner.,sulp,Deyim,
2979,(birinin) şapkasını giymek (taşımak), birinin şapkasını giymek taşımak şapka,kendi kimliğinin veya düşüncelerinin dışında başka birinin kimliğini geçici olarak taşımak veya onun düşünceleriyle ortaya çıkmak.,şapka,Deyim,
2980,(birinin) tebdili şaşmak, birinin tebdili şaşmak tebdil,"ne yapacağını bilememek, telaşa kapılmak:<i> 'Haydar'ın kılıcını görenin tebdili şaşar.' -</i>Y. Kemal.",tebdil,Deyim,
2981,(birinin) tepesinde bitmek, birinin tepesinde bitmek tepe,"1) istenmediği hâlde birinin yanına gelip ayrılmak istememek, türlü isteklerle canını sıkmak, rahatsız etmek; 2) ansızın yanına gelmek.",tepe,Deyim,
2982,(birinin) tepesine binmek (çıkmak), birinin tepesine binmek çıkmak tepe,"genellikle kendinden daha güçsüz kimseleri ezmek, kötü davranmak:<i> 'Böyle kız gibi nazik bir zabiti askerler sayarlar mı? Askerlerimiz tepenize çıkıyordur, nedir?' -</i>R. N. Güntekin.",tepe,Deyim,
2983,(birinin) tepesine dikilmek, birinin tepesine dikilmek tepe,başına dikilmek.,tepe,Deyim,
2984,(birinin) terbiyesini vermek, birinin terbiyesini vermek terbiyeI,sert sözlerle terbiyesizliğini kendisine anlatmak.,terbiye(I),Deyim,
2985,(birinin) tırnağı olamamak, birinin tırnağı olamamak tırnak,birinden değerce çok aşağı olmak.,tırnak,Deyim,
2986,(birinin) tırnaklarını sökmek, birinin tırnaklarını sökmek tırnak,"elindeki güçten yoksun bırakmak, etkisini yok etmek.",tırnak,Deyim,
2987,(birinin) türküsünü çağırmak, birinin türküsünü çağırmak türkü,"bir kimsenin hoşuna gidecek biçimde söz söylemek veya davranışta bulunmak:<i> 'Azizim, biz kimsenin arabasında kimsenin türküsünü çağırmayız, kendi havamızı mırıldanırız.' -</i>S. F. Abasıyanık.",türkü,Deyim,
2988,(birinin) tütününü tüttürmek, birinin tütününü tüttürmek tütün,ev ve aile düzeninin sürmesini sağlamak:<i> 'Ben rahmetlinin tütününü tüttürmek için o rahatlığı da teptim.' -</i>A. Sayar.,tütün,Deyim,
